OPO_CTR_CD,OPO_CTR_TY,PROVIDER_NUM,PROVIDER_MBR_TY,ALU_ID,HOSPITAL_NAME,HOSPITAL_ZIP,TIME_ZONE,LONGITUDE,LATITUDE,ACTIVE_FLG,CHG_DT
TXSA,OP1,450119,N02,,South Texas Health System McAllen,78503,2,-98.225911,26.186591,1,9/14/20
TXSA,OP1,450119,N03,,South Texas Health System ER at Weslaco,78596,2,-97.99599226,26.17326866,1,9/25/18
TXSA,OP1,450119,N04,,South Texas Health System ER at Mission,78572,2,-98.318513,26.198791,1,9/25/18
TXSA,OP1,450119,N05,,South Texas Health System ER at Monte Cristo,78541,2,-98.146721,26.331415,1,9/25/18
TXSA,OP1,450119,N06,,South Texas Health System ER at McColl,78539,2,-98.20199,26.26088,1,12/7/18
TXSA,OP1,450119,N07,,South Texas Health System ER Alamo,78516,2,-98.097184,26.187477,1,2/25/22
TXSA,OP1,450119,NMB,,South Texas Health System Edinburg,78539,2,-98.18182,26.2613,1,9/14/20
TXSA,OP1,450124,NMB,,DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,78723,2,-97.70653,30.30344,1,9/25/18
TXSA,OP1,450124,TX1,,DELL SETON MEDICAL CENTER UT,78701,2,-97.734273,30.277594,1,9/25/18
TXSA,OP1,450128,NMB,,KNAPP MEDICAL CENTER,78599,2,-97.977502,26.153454,1,9/25/18
TXSA,OP1,450130,NMB,,NIX HEALTH CARE SYSTEM,78205,2,-98.489457,29.42561,0,4/21/20
TXSA,OP1,450137,NMB,,ALL SAINTS EPISCOPAL HOSP,76104,2,-97.34558,32.72966,0,9/25/18
TXSA,OP1,450143,NMB,,Seton Smithville,78957,2,-97.136522,30.003926,1,9/25/18
TXSA,OP1,450151,NMB,,ST. MARK'S MEDICAL CENTER,78945,2,-96.871432,29.913724,0,9/25/18
TXSA,OP1,450152,NMB,,AdventHealth Central Texas,76549,2,-97.80086,31.11248,1,1/16/19
TXSA,OP1,450154,NMB,,VAL VERDE MEMORIAL HOSP,78840,2,-100.892415,29.374129,1,10/7/20
TXSA,OP1,450165,NMB,,METHODIST HOSPITAL SOUTH,78026,2,-98.52615511,28.93134099,1,9/25/18
TXSA,OP1,450176,NMB,,Mission Regional Medical Center,78572,2,-98.31319,26.1959,1,9/25/18
TXSA,OP1,450177,NMB,,UVALDE MEM HOSPITAL,78801,2,-99.767319,29.214581,1,10/7/20
TXSA,OP1,450191,NMB,,ST DAVID'S GEORGETOWN HOSPITAL,78626,2,-97.68885,30.62651,1,9/25/18
TXSA,OP1,450213,TX1,,UNIVERSITY HEALTH SYSTEM AT SAN ANTONIO,78229,2,-98.57854,29.50821,1,9/25/18
TXSA,OP1,450214,NMB,,GULF COAST MEDICAL CENTER,77488,2,-96.0612,29.32968,0,9/25/18
TXSA,OP1,450219,NMB,,Baylor Scott & White-LLANO,78643,2,-98.67768,30.74287,1,12/30/19
TXSA,OP1,450231,NMB,,ST ANTHONYS HOSP,79106,2,-101.91929,35.19659,0,9/25/18
TXSA,OP1,450235,NMB,,MEMORIAL HOSPITAL,78629,2,-97.42991778,29.51688487,1,10/7/20
TXSA,OP1,450237,N04,,CHRISTUS SANTA ROSA NW,78229,2,-98.573979,29.501242,0,9/25/18
TXSA,OP1,450237,N06,,CHRISTUS SANTA ROSA CHILDRENS HOSPITAL,78207,2,-98.5232,29.4216,0,9/25/18
TXSA,OP1,450237,N07,,CHRISTUS Westover,78251,2,-98.69639,29.46682,1,9/25/18
TXSA,OP1,450237,N08,,CHRISTUS -  NEW BRAUNFELS,78130,2,-98.12265,29.71512,1,9/25/18
TXSA,OP1,450237,N09,,CHRISTUS VNA HOSPICE,78228,2,-98.56922,29.48662,1,9/25/18
TXSA,OP1,450237,N10,,Childrens Hospital of San Antonio,78207,2,-98.49859,29.42825,1,9/25/18
TXSA,OP1,450237,N11,,Christus Santa Rosa Creekside,78130,2,-98.07616,29.7246,1,9/25/18
TXSA,OP1,450237,N12,,Christus Santa Rosa Emergency - Alon,78230,2,-98.53423566,29.55557285,1,10/30/19
TXSA,OP1,450237,NMB,,CHRISTUS SANTA ROSA HOSPITAL (DOWNTOWN),78207,2,-98.49859,29.42825,0,9/25/18
TXSA,OP1,450237,TX1,,CHRISTUS SANTA ROSA MEDICAL CENTER,78229,2,-98.58934,29.51231,1,9/30/19
TXSA,OP1,450272,NMB,,CHRISTUS Santa Rosa - San Marcos,78666,2,-97.94597,29.85233,1,4/29/20
TXSA,OP1,450293,NMB,,FRIO HOSPITAL,78061,2,-99.11350012,28.90336814,1,10/7/20
TXSA,OP1,450309,NMB,,MEDINA COMMUNITY HOSPITAL,78861,2,-99.134416,29.334977,1,4/21/20
TXSA,OP1,450340,NMB,,SAN ANGELO COMMUNITY MEDICAL CENTER,76904,2,-100.47039,31.4192,1,9/25/18
TXSA,OP1,45034E,NMB,,BROOKS HOSPITAL (ARMY),75551,2,-94.170131,33.115529,0,9/25/18
TXSA,OP1,450358,TX1,,THE METHODIST HOSPITAL,77030,2,-95.40030092,29.71024635,0,9/25/18
TXSA,OP1,450362,N03,,SETON HIGHLAND LAKE,78611,2,-98.23699,30.73297,1,10/7/20
TXSA,OP1,450381,NMB,,SETON EDGAR B DAVIS HOSPITAL,78648,2,-97.65464,29.67307,1,10/7/20
TXSA,OP1,450388,N01,,NORTH EAST METHODIST HOSPITAL,78265,2,-98.34813,29.55268,1,9/25/18
TXSA,OP1,450388,N02,,METHODIST BOERNE,78006,2,-98.730455,29.771433,1,9/25/18
TXSA,OP1,450388,N03,,METHODIST STONE OAK,78258,2,-98.502296,29.665238,0,9/25/18
TXSA,OP1,450388,N04,,METHODIST CHILDREN'S HOSPITAL OF SOUTH TEXAS,78229,2,-98.57224,29.50795,1,9/25/18
TXSA,OP1,450388,N05,,Methodist Texsan,78201,2,-98.54745,29.49011,1,9/25/18
TXSA,OP1,450388,NMB,,METHODIST HOSPITAL,78229,2,-98.57224,29.50795,1,9/25/18
TXSA,OP1,450388,TX1,,Methodist Specialty and Transplant Hospital,78229,2,-98.5763,29.51393,1,9/25/18
TXSA,OP1,450431,NMB,,ST DAVID'S MEDICAL CENTER,78705,2,-97.72699,30.29083,1,9/25/18
TXSA,OP1,450471,NMB,,SHANNON MEDICAL CENTER,76902,2,-100.424771,31.453553,0,9/25/18
TXSA,OP1,450571,N01,,SHANNON MEDICAL CENTER,76903,2,-100.43518,31.4646,1,9/25/18
TXSA,OP1,450591,NMB,,ANGLETON-DANBURY GENERAL HOSP,77515,2,-95.40468,29.18403,0,9/25/18
TXSA,OP1,450597,NMB,,CUERO REGIONAL HOSPITAL,77954,2,-97.283504,29.112656,1,4/21/20
TXSA,OP1,450604,NMB,,HILL COUNTRY MEMORIAL HOSPITAL,78624,2,-98.88054,30.26243,1,10/7/20
TXSA,OP1,450620,NMB,,DIMMIT CO MEMORIAL HOSP,78834,2,-99.861502,28.519946,1,10/7/20
TXSA,OP1,450631,TX1,,METHODIST SPECIALTY AND TRANSPLANT,78229,2,-98.573979,29.501242,0,9/25/18
TXSA,OP1,450633,N01,,Metropolitan Methodist Emergency Center,78209,2,-98.479027,29.493437,1,9/25/18
TXSA,OP1,450633,NMB,,METROPOLITAN METHODIST,78212,2,-98.49111,29.44115,1,9/25/18
TXSA,OP1,450643,NMB,,DOCTORS HOSPITAL LAREDO,78045,2,-99.47939,27.60616,1,9/25/18
TXSA,OP1,450648,NMB,,Little River Healthcare Rockdale,76567,2,-97.02074,30.65095,0,4/21/20
TXSA,OP1,450649,NMB,,HEART OF TEXAS MEMORIAL HOSPITAL,76825,2,-99.346585,31.116485,1,10/7/20
TXSA,OP1,450654,NMB,,STARR CO MEMORIAL HOSP,78582,2,-98.85599114,26.38744692,1,10/7/20
TXSA,OP1,450662,NMB,,VALLEY REGIONAL MED CTR,78526,2,-97.51442,25.9778,1,9/25/18
TXSA,OP1,450665,NMB,,OTTO KAISER MEM HOSP,78119,2,-97.849725,28.813002,0,9/25/18
TXSA,OP1,450681,NMB,,ST LUKES LUTHERAN,78229,2,-98.573979,29.501242,0,9/25/18
TXSA,OP1,450685,NMB,,LUTHERN GENERAL HOSPITAL,78285,2,-98.525584,29.422258,0,9/25/18
TXSA,OP1,45068F,NMB,,WILLIAM BEAUMONT ARMY MED CTR,79920,2,-106.4614767,31.81905563,0,9/25/18
TXSA,OP1,450697,NMB,,Texas Vista Medical Center,78224,2,-98.54495,29.35366,1,4/1/21
TXSA,OP1,45069F,TX1,,Brooke Army Medical Center,78234,2,-98.41859164,29.45848168,1,10/30/19
TXSA,OP1,450708,NMB,,WEST OAKS PSYCHIATRIC INSTITUT,77074,2,-95.519229,29.678125,0,9/25/18
TXSA,OP1,45070F,NMB,,CARL R. DARNALL MEDICAL CENTER,76544,2,-97.77379804,31.13163188,0,4/21/20
TXSA,OP1,450711,N01,,Rio Grande Regional 24 Hour Emergency - Edinburg,78503,2,-98.22107,26.18648,1,4/21/20
TXSA,OP1,450711,N02,,Rio Grande Regional Hospital 24 Hr Emergency Care - San Juan,78589,2,-98.15185185,26.19845461,1,12/30/19
TXSA,OP1,450711,NMB,,RIO GRANDE REGIONAL HOSP,78503,2,-98.22107,26.18648,1,9/25/18
TXSA,OP1,450713,N01,,St. Davids South Austin Medical Center Bastrop ER,78602,2,-97.29229,30.10319,1,3/29/19
TXSA,OP1,450713,NMB,,St Davids South Austin Medical Center,78704,2,-97.77526,30.22604,1,9/25/18
TXSA,OP1,450718,N01,,St. David's Surgical,78681,2,-97.6905,30.47715,1,1/8/19
TXSA,OP1,450718,NMB,,St. David's Round Rock Medical Center,78681,2,-97.71486,30.51033,1,9/25/18
TXSA,OP1,450725,NMB,,HUMANA WOMENS HOSP SOUTH TEXAS,78229,2,-98.573979,29.501242,0,9/25/18
TXSA,OP1,450733,NMB,,VILLAGE OAKS REGIONAL,78233,2,-98.336111,29.565,0,9/25/18
TXSA,OP1,45075F,NMB,,VA HOSPITAL - KERRVILLE,78028,2,-99.11407,30.01598,1,10/7/20
TXSA,OP1,450770,NMB,,Little River Healthcare Cameron,76520,2,-96.97764,30.85749,0,4/21/20
TXSA,OP1,450780,NMB,,METHODIST AMBULATORY SURGERY HOSP NW,78240,2,-98.59485,29.52727,1,10/7/20
TXSA,OP1,450781,NMB,,Arise Austin Medical Center,78746,2,-97.79579,30.27095,1,4/21/20
TXSA,OP1,450794,NMB,,HOSPICE AUSTIN - CHRISTOPHER HOUSE,78702,2,-97.71064,30.2818,1,9/25/18
TXSA,OP1,450809,NMB,,NORTH AUSTIN MEDICAL CENTER,78758,2,-97.706413,30.411551,1,9/25/18
TXSA,OP1,45081F,TX1,,Wilford Hall,78236,2,-98.61988098,29.39753141,0,10/30/19
TXSA,OP1,450824,NMB,,HEART HOSPITAL OF AUSTIN,78756,2,-97.7428,30.30538,1,9/25/18
TXSA,OP1,450841,NMB,,BROWNSVILLE DOCTORS HOSPITAL,78526,2,-97.51404,25.97331,0,4/21/20
TXSA,OP1,450855,NMB,,HARLINGEN MEDICAL CENTER,78550,2,-97.67533,26.15739,1,9/25/18
TXSA,OP1,450856,NMB,,"SPINE HOSPITAL OF SOUTH TEXAS,THE",78258,2,-98.47759,29.61329,1,9/25/18
TXSA,OP1,450869,NMB,,TXDR - DHR Health,78539,2,-98.205338,26.252772,1,4/21/20
TXSA,OP1,45086F,NMB,,VA HOSPITAL - TEMPLE,76504,2,-97.344111,31.075971,0,9/25/18
TXSA,OP1,450873,NMB,,"Promise Hospital of San Antonio, Inc.",78224,2,-98.539722,29.31201,0,9/25/18
TXSA,OP1,450878,NMB,,TEXSAN HEART HOSPITAL,78201,2,-98.53,29.4672,0,9/25/18
TXSA,OP1,45088F,NMB,,VA HOSPITAL - WACO,76711,2,-97.165044,31.510637,0,4/21/20
TXSA,OP1,451305,NMB,,BURLESON ST JOSEPH HOSPITAL,77836,2,-96.716606,30.519972,1,10/7/20
TXSA,OP1,451306,NMB,,KIMBLE HOSPITAL,76849,2,-99.78027,30.499,1,9/25/18
TXSA,OP1,451323,NMB,,Rollins Brook Community Hospital,76550,2,-98.186513,31.072427,1,9/25/18
TXSA,OP1,451324,NMB,,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,76950,2,-100.63635,30.56256,1,6/29/20
TXSA,OP1,451364,NMB,,OTTO KAISER MEMORIAL HOSPITAL,78119,2,-97.8783241,28.84861233,1,9/25/18
TXSA,OP1,451374,NMB,,Scott & White Hospital - Taylor,76574,2,-97.414569,30.591319,1,9/25/18
TXSA,OP1,451514,NMB,,Inactive CHRISTUS VNA HOSPICE,78228,2,-98.574755,29.459623,0,9/25/18
TXSA,OP1,451522,NMB,,HOPE HOSPICE,78130,2,-98.137945,29.698999,1,6/29/20
TXSA,OP1,451591,NMB,,VITAS Hospice,78229,2,-98.57234,29.51373,0,4/21/20
TXSA,OP1,451682,NMB,,ODYSSEY - SAN ANTONIO,78228,2,-98.56647,29.48541,0,4/21/20
TXSA,OP1,451713,NMB,,PROVIDENCE HOSPICE,76710,2,-97.19829,31.51951,1,9/25/18
TXSA,OP1,452016,NMB,,KINDRED HOSPITAL (SAN ANTONIO),78229,2,-98.55642,29.52227,1,10/7/20
TXSA,OP1,452033,N01,,Texas Center for Infectious Disease,78223,2,-98.45816791,29.3519598,1,9/25/18
TXSA,OP1,452034,N01,,CORNERSTONE HOSPITAL AT ST DAVIDS,78705,2,-97.72476,30.2895,1,10/7/20
TXSA,OP1,452034,N02,,CORNERSTONE AT NAMC,78708,2,-97.706413,30.411551,1,9/25/18
TXSA,OP1,452034,N03,,Cornerstone Hospital of Round Rock,78665,2,-97.65894872,30.56800759,1,3/28/19
TXSA,OP1,452034,NMB,,CORNERSTONE HOSPITAL OF AUSTIN,78756,2,-97.74343,30.31212,1,10/7/20
TXSA,OP1,452038,NMB,,TEXAS NEUROREHAB CENTER,78745,2,-97.80533,30.18616,1,10/7/20
TXSA,OP1,452040,NMB,,"AMG Specialty Hospital, LLC",78212,2,-98.49291,29.43763,1,9/25/18
TXSA,OP1,452053,NMB,,CORNERSTONE HOSPITAL OF CENTRAL TEXAS,78754,2,-97.67709,30.3383,0,4/21/20
TXSA,OP1,452059,N02,,PAM Specialty Hospital of San Antonio - Medical Center,78240,2,-98.589744,29.526785,1,4/21/20
TXSA,OP1,452062,NMB,,PAM Speciality Hospital of Luling,78648,2,-97.65484,29.67411,1,4/21/20
TXSA,OP1,452073,NMB,,Kindred Hospital - San Antonio Central,78205,2,-98.49229,29.43386,1,9/25/18
TXSA,OP1,452090,NMB,,PAM Specialty Hospital of San Antonio,78247,2,-98.591669,29.590614,1,4/21/20
TXSA,OP1,452095,N01,,SOLARA HOSPITAL OF MCALLEN,78503,2,-98.225911,26.186591,1,9/25/18
TXSA,OP1,452095,NMB,,Solara Hospital (Edinburg),78539,2,-98.20085,26.26405,1,9/25/18
TXSA,OP1,452096,NMB,,LAREDO SPECIALTY HOSPITAL LP,78041,2,-99.47379,27.53354,1,9/25/18
TXSA,OP1,452101,N01,,Solara Hospital (Brownsville),78520,2,-97.510136,25.973817,1,9/25/18
TXSA,OP1,452101,NMB,,Solara Hospital Harlingen,78550,2,-97.67265,26.15982,1,9/25/18
TXSA,OP1,452364,TX1,,NORTH AUSTIN MEDICAL CENTER,78758,2,-97.711093,30.378845,0,9/25/18
TXSA,OP1,453031,NMB,,Encompass Health Rehabilitation Hospital of San Antonio,78240,2,-98.58432,29.5271,1,4/21/20
TXSA,OP1,453035,NMB,,WARM SPRINGS & BAPTIST REHAB NETWORK,78229,2,-98.58673,29.51337,1,9/25/18
TXSA,OP1,453044,NMB,,Encompass Health Rehabilitation Hospital of Austin,78704,2,-97.76043,30.22166,1,4/21/20
TXSA,OP1,453091,NMB,,WESLACO REHAB,78596,2,-97.97679,26.15096,1,9/25/18
TXSA,OP1,453092,N01,,South Texas Rehabilitation Brownsville,78526,2,-97.51055,25.98081,1,9/25/18
TXSA,OP1,453305,NMB,,Inactive CHRISTUS SANTA ROSA CHILDRENS HOSPITAL,78207,2,-98.523179,29.421586,0,9/25/18
TXSA,OP1,453315,NMB,,Children's Hospital of San Antonio,78207,2,-98.5232,29.4216,0,9/25/18
TXSA,OP1,454011,NMB,,SAN ANTONIO STATE HOSP STATE SCHOOL,78223,2,-98.4095,29.3213,0,9/25/18
TXSA,OP1,454014,NMB,,KERRVILLE STATE HOSP,78028,2,-99.159211,30.045436,1,9/25/18
TXSA,OP1,455478,NMB,,QUALITY CARE OF WACO,76707,2,-97.16653,31.55673,1,9/25/18
TXSA,OP1,455983,N02,,ST CATHERINE CENTER,76712,2,-97.19484,31.51387,1,9/25/18
TXSA,OP1,45P004,OP1,,TEXAS ORGAN SHARING ALLIANCE,78229,2,-98.573979,29.501242,0,9/25/18
TXSA,OP1,45US03,NMB,,SOLARA HOSPITAL OF MCALLEN,78503,2,-98.241408,26.177511,0,9/25/18
TXSA,OP1,45VA01,NMB,,SOUTH TEXAS VETERANS HEALTH CARE,78229,2,-98.580622,29.505915,1,9/25/18
TXSA,OP1,670004,NMB,,ST MARKS MEDICAL CENTER,78945,2,-96.87625,29.93532,1,9/25/18
TXSA,OP1,670006,NMB,,WESTLAKE MEDICAL CENTER,78746,2,-97.8245,30.29547,1,9/25/18
TXSA,OP1,670011,NMB,,LAKESIDE HOSPITAL AT BASTROP,78602,2,-97.292298,30.103198,0,4/21/20
TXSA,OP1,670014,NMB,,Laredo Specialty Hospital,78041,2,-99.488974,27.549459,0,9/25/18
TXSA,OP1,670034,N01,,Baylor Scott & White Lakeway,78734,2,-97.97063,30.33401,1,9/25/18
TXSA,OP1,670034,NMB,,Baylor Scott & White - Round Rock,78681,2,-97.679785,30.490108,1,9/25/18
TXSA,OP1,670041,NMB,,SETON MEDICAL CENTER WILLIAMSON,78665,2,-97.65123,30.56894,1,9/25/18
TXSA,OP1,670043,NMB,,CEDAR PARK,78613,2,-97.81113,30.53255,1,9/25/18
TXSA,OP1,670055,NMB,,METHODIST STONE OAK HOSPITAL,78258,2,-98.47472,29.61613,1,9/25/18
TXSA,OP1,670056,NMB,,Seton Medical Center  Hays,78640,2,-97.85264,30.00887,1,9/25/18
TXSA,OP1,670078,N01,,Baptist ER - Kelly,78237,2,-98.548218,29.403021,1,8/1/21
TXSA,OP1,670079,NMB,,Baylor Scott & White - Lakeway,78734,2,-97.8699,30.3711,0,9/25/18
TXSA,OP1,670087,NMB,,Baylor Scott & White ER - Cedar Park,78613,2,-97.81977,30.52334,1,9/25/18
TXSA,OP1,670098,NMB,,Resolute Health Hospital,78130,2,-98.069591,29.720613,1,9/25/18
TXSA,OP1,670108,NMB,,Baylor Scott and White Marble Falls,78654,2,-98.28777841,30.50713733,1,9/25/18
TXSA,OP1,670128,NMB,,Baylor Scott & White - Pflugerville,78660,2,-97.591249,30.451852,1,10/30/19
TXSA,OP1,670131,NMB,,Baylor Scott & White - Buda,78610,2,-97.819995,30.077083,1,7/29/20
TXSA,OP1,670136,NMB,,BSW South Austin,78735,2,-97.835702,30.235412,1,10/31/20
TXSA,OP1,673026,NMB,,PAM Specialty Hospital of New Braunfels,78130,2,-98.10218,29.72798,1,4/21/20
TXSA,OP1,673027,NMB,,CENTRAL TEXAS REHABILITATION HOSPITAL,78751,2,-97.73414,30.31215,1,9/25/18
TXSA,OP1,673032,N01,,Encompass Health Rehabilitation Hospital of Round Rock,78681,2,-97.69339,30.48345,1,4/21/20
TXSA,OP1,673040,NMB,,Select Rehab Hospital San Antonio,78258,2,-98.4924,29.62825,1,9/25/18
TXSA,OP1,673049,N01,,New Braunsfels Regional Rehab Hospital,78130,2,-98.095302,29.735106,1,9/25/18
TXSA,OP1,673054,NMB,,RELIANT REHAB AUSTIN,78704,2,-97.76641,30.22572,1,11/30/20
TXSA,OP1,673057,NMB,,Warm Springs Rehabilitation Hospital Kyle,78640,2,-97.8562,30.00836,1,9/25/18
TXSA,OP1,673058,NMB,,Baylor Scott & White Institute for Rehabilitation - Lakeway,78734,2,-97.970178,30.34505,1,4/21/20
TXSA,OP1,673059,NMB,,Laredo Rehabilitation Hospital,78041,2,-99.47379,27.53354,1,9/25/18
TXSA,OP1,673069,NMB,,PAM Round Rock,78665,2,-97.651548,30.565019,1,9/30/19
TXSA,OP1,675169,NMB,,Daybreak Fredericksburg,78624,2,-98.877747,30.259469,1,9/25/18
TXSA,OP1,675442,NMB,,TEXAN NURSING AND REHAB,76710,2,-97.19968,31.53386,0,4/21/20
TXSA,OP1,675932,NMB,,ARBOR TERRACE,76903,2,-100.4236,31.45929,0,4/21/20
TXSA,OP1,676216,NMB,,POWERBACK REHABILITATION SAN ANTONIO,78229,2,-98.593019,29.516829,1,9/25/18
TXSA,OP1,999999,NMB,,UNKNOWN,,,,,0,3/8/18
TXSB,OP1,40063,NMB,11: Dallas (TXSB),Christus St. Michael Health System,75503,2,-94.07569,33.46236,1,9/25/18
TXSB,OP1,40114,TX1,0: Not within an ALU,BAPTIST MEDICAL CENTER,72205,,-92.38364,34.74681,0,9/25/18
TXSB,OP1,50138,TX1,0: Not within an ALU,KAISER FOUNDATION HOSP,90027,,-118.29537,34.09875,0,9/25/18
TXSB,OP1,150018,NMB,0: Not within an ALU,ELKHART GENERAL HOSPITAL,46514,,-85.993272,41.679015,0,9/25/18
TXSB,OP1,220046,NMB,0: Not within an ALU,BERKSHIRE MEDICAL CENTER,1201,,-73.24914,42.45983,0,9/25/18
TXSB,OP1,230130,TX1,0: Not within an ALU,WILLIAM BEAUMONT HOSPITAL,48073,,-83.19269,42.51419,0,9/25/18
TXSB,OP1,280003,TX1,0: Not within an ALU,BRYAN MEM HOSP,68506,,-96.65197,40.7967,0,9/25/18
TXSB,OP1,420018,TX1,,-,29203,2,-81.03195,34.027898,0,9/25/18
TXSB,OP1,440034,NMB,0: Not within an ALU,METHODIST MED CTR OF OAK RIDGE,37831,,-84.24395093,36.02343228,0,9/25/18
TXSB,OP1,450000,NMB,0: Not within an ALU,UNKNOWN,,,0,0,0,9/25/18
TXSB,OP1,450002,NMB,12: El Paso (TXSB),The Hospitals of Providence - Memorial Campus,79902,3,-106.50086,31.77032,1,9/25/18
TXSB,OP1,450004,NMB,11: Dallas (TXSB),LINDEN MUNICIPAL HOSP,75563,2,-94.36329,33.01396,1,10/7/20
TXSB,OP1,450005,NMB,13: Galveston (TXSB),Baptist Hospital Orange,77630,2,-93.7678,30.10072,1,9/25/18
TXSB,OP1,450008,NMB,14: Tyler (TXSB),McLane Children's Hospital Scott and White,76502,2,-97.37514,31.07274,1,9/25/18
TXSB,OP1,450010,NMB,11: Dallas (TXSB),United Reg Health Care System (8th Street - Women's Clinic),76301,2,-98.50050697,33.90289967,1,10/7/20
TXSB,OP1,450011,NMB,13: Galveston (TXSB),CHI St. Joseph Health Ctr - Bryan,77802,2,-96.34671,30.65593,1,9/25/18
TXSB,OP1,450013,NMB,12: El Paso (TXSB),HOTEL DIEU MEDICAL CENTER,79902,,-106.499183,31.789027,0,9/25/18
TXSB,OP1,450015,TX1,11: Dallas (TXSB),PARKLAND MEMORIAL HOSPITAL,75235,2,-96.834984,32.812138,1,3/11/21
TXSB,OP1,450018,N01,13: Galveston (TXSB),University of Texas Medical Branch - League City Campus,77573,2,-95.098975,29.480924,1,12/15/21
TXSB,OP1,450018,TX1,13: Galveston (TXSB),University of Texas Medical Branch,77555,2,-94.778,29.311023,1,9/25/18
TXSB,OP1,450019,NMB,12: El Paso (TXSB),SOUTHWESTERN GEN HOSP,79902,3,-106.474318,31.78368,1,9/30/20
TXSB,OP1,450020,NMB,0: Not within an ALU,JOHNS COMM HOSP,76574,,-97.415968,30.575729,0,9/25/18
TXSB,OP1,450021,TX1,11: Dallas (TXSB),BAYLOR UNIVERSITY MEDICAL CTR,75246,2,-96.779437,32.790861,1,9/25/18
TXSB,OP1,450023,NMB,13: Galveston (TXSB),CITIZENS MEDICAL CENTER,77901,2,-96.9778,28.81268,1,9/25/18
TXSB,OP1,450024,NMB,12: El Paso (TXSB),University Medical Center of El Paso,79905,3,-106.435928,31.771496,1,9/25/18
TXSB,OP1,450025,NMB,11: Dallas (TXSB),United Regional Health Care System,76301,2,-98.50050697,33.90289967,1,9/25/18
TXSB,OP1,450029,NMB,11: Dallas (TXSB),MERCY REGIONAL MEDICAL CENTER,78044,,-99.47714627,27.53064741,0,9/25/18
TXSB,OP1,450031,NMB,11: Dallas (TXSB),Dallas Regional Medical Center (Mesquite),75149,2,-96.6011,32.77877,1,9/25/18
TXSB,OP1,450032,NMB,14: Tyler (TXSB),"Christus Good Shepherd Medical Center, Marshall",75670,2,-94.370859,32.537057,1,9/25/18
TXSB,OP1,450033,NMB,0: Not within an ALU,VALLEY BAPTIST MEDICAL CENTER,78550,,-97.670196,26.174482,0,9/25/18
TXSB,OP1,450034,NMB,13: Galveston (TXSB),Christus St. Elizabeth Hospital,77702,2,-94.132916,30.087292,1,9/25/18
TXSB,OP1,450037,NMB,14: Tyler (TXSB),Christus Good Shepherd Medical Center at Longview,75601,2,-94.73129081,32.50148169,1,9/25/18
TXSB,OP1,450040,NMB,11: Dallas (TXSB),ST MARY OF THE PLAINS HOSP REH,79410,,-101.8946,33.568,0,9/25/18
TXSB,OP1,450042,NMB,12: El Paso (TXSB),Providence Hospital - Waco,76712,2,-97.19932,31.51448,0,9/25/18
TXSB,OP1,450044,TX1,11: Dallas (TXSB),Clements University Medical Center,75390,2,-96.84713999,32.81971638,1,9/25/18
TXSB,OP1,450045,NMB,0: Not within an ALU,KING WILLIAM HEALTH CARE CTR,78204,,-98.499996,29.396742,0,9/25/18
TXSB,OP1,450046,NMB,13: Galveston (TXSB),Christus Spohn Hospital CC Memorial,78405,2,-97.41603,27.77983,1,9/25/18
TXSB,OP1,450047,NMB,11: Dallas (TXSB),DOLLY VINSANT MEM HOSP,78586,2,-97.62344,26.13571,0,9/25/18
TXSB,OP1,450048,NMB,0: Not within an ALU,ST EDWARD HOSPITAL,76520,,-96.976377,30.851242,0,9/25/18
TXSB,OP1,450050,NMB,0: Not within an ALU,WARD MEMORIAL HOSPITAL,79756,2,-102.8844745,31.59383751,1,10/7/20
TXSB,OP1,450051,TX1,11: Dallas (TXSB),METHODIST MEDICAL CENTER of Dallas,75203,2,-96.82487,32.76121,1,9/25/18
TXSB,OP1,450052,NMB,11: Dallas (TXSB),GOODALL-WICHER HOSP FOUNDATION,76634,2,-97.58947,31.77647,1,10/7/20
TXSB,OP1,450053,NMB,0: Not within an ALU,LAVACA MEDICAL CENTER,77964,,-96.9382,29.45736,0,9/25/18
TXSB,OP1,450054,TX1,14: Tyler (TXSB),Baylor Scott & White M.C. - Temple,76508,2,-97.357255,31.079681,1,12/1/20
TXSB,OP1,450056,N04,0: Not within an ALU,Christus Spohn Hospital Shoreline,78401,2,-97.404668,27.798095,0,9/25/18
TXSB,OP1,450057,NMB,11: Dallas (TXSB),WEST TEXAS HOSP,79401,,-101.846676,33.584601,0,9/25/18
TXSB,OP1,450058,NMB,0: Not within an ALU,BAPTIST MEMORIAL HOSP SYSTEM,78205,,-98.49229,29.43386,0,9/25/18
TXSB,OP1,450065,NMB,0: Not within an ALU,SWEENEY COMMUNITY HOSP,77480,,-95.69115,29.04697,0,9/25/18
TXSB,OP1,450068,TX1,0: Not within an ALU,HERMANN HOSPITAL,77030,,-95.396365,29.71381,0,9/25/18
TXSB,OP1,450075,NMB,,UNKNOWN,,,,,0,3/8/18
TXSB,OP1,450079,NMB,11: Dallas (TXSB),Baylor Medical Center at Irving,75061,2,-96.96107,32.83513,1,9/25/18
TXSB,OP1,450080,NMB,14: Tyler (TXSB),Titus Regional Medical Center,75455,2,-94.971802,33.175729,1,9/25/18
