CTR_CD,CTR_TY,REGION,NAME_PART1,NAME_PART2,ENTIRE_NAME,PRIMARY_CITY,PRIMARY_STATE,PRIMARY_ZIP,PROVIDER_NUM,PRIMARY_PROVINCE,PRIMARY_CTRY,OPTN_MBR,ESRD_REGION,CTR_ID
TXHC,TT1: Independent Lab,4,UT Southwestern Histo Lab,,University of Texas Southwestern Histocompatibility Laboratory,Dallas,TX,75390-8886,450015,,USA,0,,639
TXHD,TX1: Transplant Hospital,4,Medical City Dallas Hospital,,Medical City Dallas Hospital,Dallas,TX,75230-2505,450647,,USA,1,14,640
TXHH,IT1: Hospital Based Lab,4,Histo and Immuno Eval Lab,,Histocompatibility and Immuno Eval Lab of Hermann Hosp,Houston,TX,77030,45HL02,,USA,0,,641
TXHH,TX1: Transplant Hospital,4,Memorial Hermann Hospital,Univ of Texas at Houston,"Memorial Hermann Hospital, University of Texas at Houston",Houston,TX,77030,450068,,USA,1,14,642
TXHI,TX1: Transplant Hospital,4,CHI St. Luke's Health Baylor College,of Medicine Medical Center,CHI St. Luke's Health Baylor College of Medicine Medical Center,Houston,TX,77030,450193,,USA,1,14,643
TXHL,TT1: Independent Lab,4,Texas Tech Univ HSC HLA Lab,,Texas Tech University Health Sciences Center HLA Laboratory,Lubbock,TX,79430,45HL09,,USA,0,,644
TXHS,TX1: Transplant Hospital,4,Methodist Specialty & Transplant Hosp,,Methodist Specialty and Transplant Hospital,San Antonio,TX,78229,450388,,USA,1,14,645
TXID,TT1: Independent Lab,4,Immuno D,,Immuno D,San Antonio,TX,78229,458577,,USA,0,,646
TXJS,IT1: Hospital Based Lab,4,Tissue Antigen Lab at UT Galveston,,Tissue Antigen Laboratory at UT Galveston,Galveston,TX,77555-0536,450018,,USA,1,,647
TXJS,TX1: Transplant Hospital,4,Univ of Texas Med Branch,,University of Texas Medical Branch at Galveston,Galveston,TX,77555,450018,,USA,1,14,648
TXLG,IO1: Hospital Based OPO,4,Lubbock General Hospital OPO,,Lubbock General Hospital OPO,Lubbock,TX,79408-5980,45P006,,USA,0,,649
TXLG,IT1: Hospital Based Lab,4,University Med Ctr Lab,,University Medical Center Lab,Lubbock,TX,79408-5980,450686,,USA,0,,650
TXLG,TX1: Transplant Hospital,4,University Medical Center,,University Medical Center,Lubbock,TX,79408-5980,450686,,USA,0,14,651
TXLM,TX1: Transplant Hospital,4,Covenant Medical Center,,Covenant Medical Center,Lubbock,TX,79410,450457,,USA,0,14,652
TXMC,IT1: Hospital Based Lab,4,Transplant Immunology Lab,Methodist Dallas Medical Center,Transplant Immunology Laboratory at Methodist Dallas Medical Center,Dallas,TX,75203-1201,450051,,USA,1,,653
TXMC,TX1: Transplant Hospital,4,Methodist Dallas Medical Center,,Methodist Dallas Medical Center,Dallas,TX,75203-1201,450051,,USA,1,14,654
TXMH,IT1: Hospital Based Lab,4,Histo and Clinical Immunology Lab,Methodist Hospital,Histocompatibility and Immunology Lab at Methodist Hospital,Houston,TX,77030,450358,,USA,1,,655
TXMH,TX1: Transplant Hospital,4,Houston Methodist Hospital,,Houston Methodist Hospital,Houston,TX,77030-2707,450358,,USA,1,14,656
TXMS,TT1: Independent Lab,4,Texas Medical Specialty,,Texas Medical Specialty,Dallas,TX,75230,45-HL-12,,USA,1,,657
TXPM,TX1: Transplant Hospital,4,Parkland Health and Hospital System,,Parkland Health and Hospital System,Dallas,TX,75235,450015,,USA,1,14,658
TXRM,TX1: Transplant Hospital,4,Christus Santa Rosa Hospital Med. Ctr,,Christus Santa Rosa Hospital Medical Center,San Antonio,TX,78229,450237,,USA,0,14,659
TXSA,OP1: Independent OPO,4,Texas Organ Sharing Alliance,,Texas Organ Sharing Alliance,San Antonio,TX,78229,45P004,,USA,1,,660
TXSB,OP1: Independent OPO,4,Southwest Transplant Alliance,Formerly Southwest Organ Bank,Southwest Transplant Alliance,Dallas,TX,75231,45P002,,USA,1,,661
TXSE,TT1: Independent Lab,4,UTHSCSA Extra-Renal Histo Lab,,"University of Texas HSC, Extra-Renal Histocompatibility Lab",San Antonio,TX,78229-3900,45HL07,,USA,0,,662
TXSI,TT1: Independent Lab,4,Southwest Immunodiagnostics,,Southwest Immunodiagnostics,San Antonio,TX,78229,45HL04,,USA,1,,663
TXSL,TT1: Independent Lab,4,Carter BloodCare,,Carter BloodCare,Tyler,TX,75701,458541,,USA,0,,664
TXSM,IT1: Hospital Based Lab,4,Transplant Immunology Lab,Sierra Medical Center,Transplant Immunology Laboratory at Sierra Medical Center,El Paso,TX,79902,450668,,USA,0,,665
TXSM,TX1: Transplant Hospital,4,Sierra Medical Ctr,,Sierra Medical Center,El Paso,TX,79902,450668,,USA,0,14,666
TXSP,TX1: Transplant Hospital,4,UT Southwestern Medical Center/,William P. Clements Jr. Univ Hospital,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,Dallas,TX,75390,450044,,USA,1,14,667
TXSR,TT1: Independent Lab,4,Histo & Immunogenetics Lab,University Health System,Histocompatibility and Immunogenetics Lab/University Health System,San Antonio,TX,78229,45HL05,,USA,1,,668
TXSW,IT1: Hospital Based Lab,4,Histo Lab at Scott & White,Memorial Hospital,Histocompatibility Laboratory at Scott and White Memorial Hospital,Temple,TX,76508,45D073,,USA,1,,669
TXSW,TX1: Transplant Hospital,4,Scott and White Mem Hosp,,Scott and White Memorial Hospital,Temple,TX,76508,450054,,USA,1,14,670
TXTC,TX1: Transplant Hospital,4,Texas Children's Hospital,,Texas Children's Hospital,Houston,TX,77030,453304,,USA,1,14,671
TXTH,TT1: Independent Lab,4,Memorial Hermann-Texas Medical Center,Histocom. & Immune Evaluation Lab,Memorial Hermann-Texas Medical Center,Houston,TX,77030,45HL02,,USA,1,,672
TXTL,TT1: Independent Lab,4,Univ of Texas Southwestern Med Ctr,Transplant Immunology Lab,University of Texas Southwestern Medical Center Transplant Immunology Lab,Dallas,TX,75390-8886,45HL03,,USA,0,,673
TXTX,IT1: Hospital Based Lab,4,Transplant Immunology Lab,Baylor University Medical Center,Transplant Immunology Laboratory at Baylor University Medical Center,Dallas,TX,75246,450021,,USA,1,,674
TXTX,TX1: Transplant Hospital,4,Baylor University Medical Center,Transplant Institute,Baylor University Medical Center,Dallas,TX,75246,450021,,USA,1,14,675
TXTY,TX1: Transplant Hospital,4,East Texas Med Ctr,,East Texas Medical Center,Tyler,TX,75701-1908,450083,,USA,0,14,676
TXWH,IT1: Hospital Based Lab,4,Immunology HLA Lab,,Transplant Immunology Section Immunology Branch at Wilford Hall Med Ctr,San Antonio,TX,78236,45081F,,USA,0,,677
TXWH,TX1: Transplant Hospital,4,Wilford Hall Med Ctr,,Wilford Hall Medical Center,Lackland AFB,TX,78236-5300,45081F,,USA,0,14,678
TXWL,TT1: Independent Lab,4,Transplant Immunology Lab,Wilford Hall Med Ctr,Transplant Immunology Laboratory at Wilford Hall Medical Center,San Antonio,TX,78236,45081F,,USA,0,,679
TXWT,OP1: Independent OPO,4,West Texas Organ Alliance,,West Texas Organ Alliance,Lubbock,TX,79410,,,USA,0,,680
UNKN,OP1: Independent OPO,,Unknown OPO,,Unknown OPO,,,,,,,0,,681
UNKN,TT1: Independent Lab,,Unknown Lab,,Unknown Lab,,,,,,,0,,682
UNKN,TX1: Transplant Hospital,,Unknown Hospital,,Unknown Hospital,,,,999999,,USA,0,,683
UTLD,TX1: Transplant Hospital,5,Intermountain Medical Center,,Intermountain Medical Center,Murray,UT,84107,460010,,USA,1,15,688
UTMC,IT1: Hospital Based Lab,5,Histo and Immunogenetics Lab,University of Utah,Histocompatibility and Immunogenetics Laboratory at the University of Utah,Salt Lake City,UT,84132,460009,,USA,1,,689
UTMC,TX1: Transplant Hospital,5,Univ of Utah Medical Center,,University of Utah Medical Center,Salt Lake City,UT,84132,460009,,USA,1,15,690
UTMC,VA1: Veteran's Hospital,5,Salt Lake City VA Medical Center,George E. Wahlen Dpt. of Veteran Affa,Salt Lake City Veterans Administation Medical Center,Salt Lake City,UT,84148,46002F,,USA,0,,691
UTOP,OP1: Independent OPO,5,DonorConnect,,DonorConnect,Murray,UT,84107,46P001,,USA,1,,692
UTPC,TX1: Transplant Hospital,5,Primary Children's Hospital,,Primary Children's Hospital,Salt Lake City,UT,84113-1100,463301,,USA,1,15,693
VACH,TX1: Transplant Hospital,11,Children's Hosp of King's Daughters,,Children's Hospital of the King's Daughters,Norfolk,VA,23507,493301,,USA,1,5,694
VAFH,IO1: Hospital Based OPO,2,Fairfax Hosp OPO,,Fairfax Hospital Organ & Tissue Donor Program,Falls Church,VA,22046,490063,,USA,0,,695
VAFH,TX1: Transplant Hospital,2,Inova Fairfax Hosp,,Inova Fairfax Hospital,Falls Church,VA,22042,490063,,USA,1,5,696
VAHD,IT1: Hospital Based Lab,11,Histo Lab at Henrico Doctors' Hosp,,Histocompatibility Laboratory at Henrico Doctors' Hospital,Richmond,VA,23229,490118,,USA,1,,697
VAHD,TX1: Transplant Hospital,11,Henrico Doctors' Hospital,,Henrico Doctors' Hospital,Richmond,VA,23229,490118,,USA,1,5,698
VAMC,IT1: Hospital Based Lab,11,HLA and Immune Monitoring Lab,,Tissue Typing Laboratory at the Medical College of Virginia,Richmond,VA,23219,490032,,USA,1,,699
VAMC,TX1: Transplant Hospital,11,VCU Health System Authority,,"VCU Health System Authority, VCUMC",Richmond,VA,23298,490032,,USA,1,5,700
VAMV,TX1: Transplant Hospital,11,McGuire VA Medical Center,,Hunter Holmes McGuire Veterans Administration Medical Center,Richmond,VA,23249-0001,49010F,,USA,1,5,701
VANG,IT1: Hospital Based Lab,11,HLA Immunology Lab,Norfolk General Hospital,HLA Immunology Laboratory at Sentara Norfolk General Hospital,Norfolk,VA,23507,490007,,USA,1,,702
VANG,TX1: Transplant Hospital,11,Sentara Norfolk General Hospital,,Sentara Norfolk General Hospital,Norfolk,VA,23507,490007,,USA,1,5,703
VAOP,OP1: Independent OPO,11,Virginias Organ Procurement Agency,,Virginias Organ Procurement Agency,Richmond,VA,23235,49P002,,USA,0,,704
VARM,TX1: Transplant Hospital,11,Carilion Roanoke Memorial Hosp,,Carilion Roanoke Memorial Hospital,Roanoke,VA,24033,490024,,USA,0,5,705
VATB,OP1: Independent OPO,11,LifeNet Health,,LifeNet Health,Virginia Beach,VA,23453,49P001,,USA,1,,706
VAUV,IT1: Hospital Based Lab,11,Tissue Typing Lab at UVA HSC,University of Virginia HSC,Tissue Typing Laboratory at The University of Virginia HSC,Charlottesville,VA,22908,490009,,USA,1,,707
VAUV,TX1: Transplant Hospital,11,Univ of Virginia HSC,,University of Virginia Health Sciences Center,Charlottesville,VA,22908,490009,,USA,1,5,708
VTMC,IT1: Hospital Based Lab,9,Histo Lab - Fletcher Allen Healthcare,,Histocompatibility Laboratory at Fletcher Allen Health Care,Burlington,VT,05401-1429,470003,,USA,0,,726
VTMC,TX1: Transplant Hospital,9,The University of Vermont Medical Cen,Formerly Med Ctr Hosp of VT,The University of Vermont Medical Center,Burlington,VT,05401-1416,470003,,USA,1,1,727
WABC,TT1: Independent Lab,6,Bloodworks NW Immunogenetics Lab,,Bloodworks Northwest Immunogenetics Laboratory,Seattle,WA,98104-1256,50HL01,,USA,1,,728
WACH,TX1: Transplant Hospital,6,Seattle Children's Hospital,,Seattle Children's Hospital,Seattle,WA,98105,503300,,USA,1,16,729
WALC,OP1: Independent OPO,6,LifeCenter Northwest,,LifeCenter Northwest,Bellevue,WA,98006,50P003,,USA,1,,730
WANW,OP1: Independent OPO,6,Northwest Organ Procurement Agency,,Northwest Organ Procurement Agency,Seattle,WA,98122-5371,50P001,,USA,0,,731
WASH,IO1: Hospital Based OPO,6,Sacred Heart OPA,,Sacred Heart Organ Procurement Agency,Spokane,WA,99220-2555,,,USA,0,,732
WASH,TX1: Transplant Hospital,6,Sacred Heart Med Ctr,,Providence Sacred Heart Medical Center & Children's Hospital,Spokane,WA,99204,500054,,USA,1,16,733
WASM,TX1: Transplant Hospital,6,Swedish Medical Center,,Swedish Medical Center,Seattle,WA,98122-4307,500027,,USA,1,16,734
WAST,TT1: Independent Lab,6,Inland Northwest Blood Ctr,,Vitalant-Spokane,Spokane,WA,99201-2217,50HL02,,USA,1,,735
WAUW,TX1: Transplant Hospital,6,Univ of Washington Med Ctr,,University of Washington Medical Center,Seattle,WA,98195-6174,500008,,USA,1,16,736
WAVM,TX1: Transplant Hospital,6,Virginia Mason Med Ctr,,Virginia Mason Medical Center,Seattle,WA,98111,500005,,USA,1,16,737
WIBC,TT1: Independent Lab,7,"Versiti, BloodCenter of Wisconsin",Histo Lab,"Versiti, Blood Center of Wisconsin",Milwaukee,WI,53233-2121,52HL01,,USA,1,,738
WICH,TX1: Transplant Hospital,7,Childrens Hosp of Wisconsin,,Children's Hospital of Wisconsin,Milwaukee,WI,53226,523300,,USA,1,11,739
WIMC,TX1: Transplant Hospital,7,John L Doyne Hosp,Medical College of Wisconsin,John L Doyne Hospital and Zalocki Veterans Administration Medical Center,Milwaukee,WI,53226,520174,,USA,0,11,740
WISE,IO1: Hospital Based OPO,7,Wisconsin Donor Network,,Wisconsin Donor Network,Milwaukee,WI,53214,52P002,,USA,0,,741
WISE,TX1: Transplant Hospital,7,Froedtert Mem Lutheran Hosp,Medical College of Wisconsin,Froedtert Memorial Lutheran Hospital,Milwaukee,WI,53226,520177,,USA,1,11,742
WISE,VA1: Veteran's Hospital,7,Zablocki VA Medical Center,,Zablocki Veterans Administration Medical Center,Milwaukee,WI,53226,52003F,,USA,0,,743
WISL,IO1: Hospital Based OPO,7,St. Luke's Medical Center OPO,,St Luke's Medical Center OPO,Milwaukee,WI,53215,520P02,,USA,0,,744
WISL,IT1: Hospital Based Lab,7,HLA Lab at Aurora St. Luke's Med Ctr,,HLA Laboratory at Aurora St. Luke's Medical Center,Milwaukee,WI,53215,520138,,USA,1,,745
WISL,TX1: Transplant Hospital,7,Aurora St. Luke's Medical Center,,Aurora St. Luke's Medical Center,Milwaukee,WI,53215,520138,,USA,1,11,746
WIUW,IO1: Hospital Based OPO,7,UW Health Organ and Tissue Donation,,UW Health Organ and Tissue Donation,Madison,WI,53711-9135,52P001,,USA,1,,747
WIUW,IT1: Hospital Based Lab,7,Histo Lab at the Univ. of Wisconsin,,Histocompatibility Laboratory at the University of Wisconsin,Madison,WI,53711-9135,520098,,USA,1,,748
WIUW,TX1: Transplant Hospital,7,Univ of Wisconsin Hosp and Clinics,,University of Wisconsin Hospital and Clinics,Madison,WI,53792,520098,,USA,1,11,749
WVCA,TX1: Transplant Hospital,2,Charleston Area Medical Center,,Charleston Area Medical Center,Charleston,WV,25325-1393,510022,,USA,1,5,750
WVMS,OP1: Independent OPO,2,Mt State OPA,,Mountain State Organ Procurement Agency Inc,Clendenin,WV,25045,51P001,,USA,0,,751
WVWU,IT1: Hospital Based Lab,2,WVU Hosp Immunopathology Lab,,Immunopathology Laboratory at West Virginia University,Morgantown,WV,26506,510001,,USA,0,,752
WVWU,TX1: Transplant Hospital,2,West Virginia University Hospitals In,,West Virginia University Hospitals Inc.,Morgantown,WV,26505,510001,,USA,1,5,753
ZCAN,FOP: Foreign OPO,98,Foreign OPO Canada,,Foreign OPO Canada,,,,,,,0,,754
ZCAN,FTX: Foreign Hospital,98,Foreign Hospital Canada,,Foreign Hospital Canada,,,,,,,0,,755
ZENG,FOP: Foreign OPO,98,Foreign OPO England,,Foreign OPO England,,,,,,,0,,756
ZENG,FTT: Foreign Lab,98,Foreign Lab England,,Foreign Lab England,,,,,,,0,,757
ZENG,FTX: Foreign Hospital,98,Foreign Hospital England,,Foreign Hospital England,,,,,,,0,,758
ZFOR,FOP: Foreign OPO,98,Foreign OPO,,Foreign OPO,,,,,,,0,,759
ZFOR,FTT: Foreign Lab,98,Foreign Lab,,Foreign Lab,,,,,,,0,,760
ZFOR,FTX: Foreign Hospital,98,Foreign Hospital Foreign,,Foreign Hospital Foreign,,,,,,,0,,761
ZGER,FOP: Foreign OPO,98,Foreign OPO Germany,,Foreign OPO Germany,,,,,,,0,,762
ZGER,FTX: Foreign Hospital,98,Foreign Hospital Germany,,Foreign Hospital Germany,,,,,,,0,,763
ZKUW,FOP: Foreign OPO,98,Foreign OPO Kuwait,,Foreign OPO Kuwait,,,,,,,0,,764
ZZZZ,TX1: Transplant Hospital,11,Non-UNOS Member US Hospital,,Non-UNOS Member US Hospital,Richmond,VA,23219,999999,,USA,0,,765
CTOP,OP1: Independent OPO,1,LifeChoice Donor Services,,LifeChoice Donor Services,Waltham,MA,2451,07P001,,USA,0,,766
PACP,IT1: Hospital Based Lab,2,Children's Hosp. of Philadelphia Lab,Immunogenetics Lab,Children's Hosp. of Philadelphia Immunogenetics Lab,Philadelphia,PA,19104,393303,,USA,1,,767
WVAL,TT1: Independent Lab,2,Allogen Laboratories - WV,,Allogen Laboratories - WV,Charleston,WV,25301,511289,,USA,0,,769
AZCH,TX1: Transplant Hospital,5,Phoenix Children's Hospital,,Phoenix Children's Hospital,Phoenix,AZ,85016,33302,,USA,1,15,770
KSHH,TX1: Transplant Hospital,8,Kansas Heart Hospital,,Kansas Heart Hospital,Wichita,KS,67226,170186,,USA,0,12,772
TXAS,TX1: Transplant Hospital,4,Baylor  Scott and White All Saints,Medical Center-Fort Worth,Baylor  Scott and White All Saints Medical Center-Fort Worth,Fort Worth,TX,76104,450137,,USA,1,14,773
FLBC,TX1: Transplant Hospital,3,Broward Health Medical Center,Jackson Memorial Hospital,Broward Health Medical Center,Fort Lauderdale,FL,33316,100039,,USA,1,7,774
TXPL,TX1: Transplant Hospital,4,Medical City Fort Worth,,Medical City Fort Worth,Fort Worth,TX,76104,450672,,USA,1,14,779
ILCM,IT1: Hospital Based Lab,7,HLA & Molecular Diagnostics Lab,Lurie Children's Hospital of Chicago,HLA & Molecular Diagnostics Lab at Lurie Children's Hospital of Chicago,Chicago,IL,60611-2605,143300,,USA,0,,780
CAKP,TX1: Transplant Hospital,5,Kaiser Permanente-San Fran. Med. Ctr,,Kaiser Permanente-San Francisco Medical Center,San Francisco,CA,94115-3357,50076,,USA,0,,781
PAVA,TX1: Transplant Hospital,2,VA Pittsburgh Healthcare System,,VA Pittsburgh Healthcare System,Pittsburgh,PA,15240,39012F,,USA,1,,782
MAPB,IT1: Hospital Based Lab,1,Tissue Typing Laboratory,Brigham & Women's Hospital,Brigham & Women's Hospital Tissue Typing Lab,Boston,MA,2115,226654,,USA,1,,786
CAHP,TX1: Transplant Hospital,5,City of Hope National Medical Center,,City of Hope National Medical Center,Duarte,CA,91010-3000,50146,,USA,1,,787
RIBC,TT1: Independent Lab,1,HLA Lab/Rhode Island Blood Center,,HLA Laboratory/Rhode Island Blood Ctr,Providence,RI,2908,410559,,USA,0,,788
CAHP,IT1: Hospital Based Lab,5,Histo Lab/ City of Hope Natl Med Ctr,,Histocompatibility Lab at City of Hope National Medical Center,Duarte,CA,91010-3000,,,USA,0,,790
TXZL,TX1: Transplant Hospital,4,Zale-Lipshv University Hospital,UT Southwestern Medical Center,Zale-Lipshv University Hospital,Dallas,TX,75390-9031,450766,,USA,0,,791
TXMA,TX1: Transplant Hospital,4,McAllen Medical Center,South Texas Transplant Center,McAllen Medical Center,McAllen,TX,78503-3098,450811,,USA,0,14,793
CANI,TT1: Independent Lab,5,Eurofins (California),Donor & Product Testing,Eurofins Donor & Product Testing (California),Los Angeles,CA,90057,51019,,USA,1,,794
MIDV,TX1: Transplant Hospital,10,Helen DeVos Children's Hospital,,Helen DeVos Children's Hospital,Grand Rapids,MI,49503,230038,,USA,1,,795
TNDK,TT1: Independent Lab,11,DCI Laboratory - Knoxville,Transplant Laboratory,DCI Laboratory - Knoxville Transplant Laboratory,Knoxville,TN,37920,44-HL-0-6,,USA,0,,797
LALV,TX1: Transplant Hospital,3,Lakeview Regional Medical Center,,Lakeview Regional Medical Center,Covington,LA,70433,190177,,USA,0,,799
LAMC,TX1: Transplant Hospital,3,University Medical Center,,University Medical Center,Lafayette,LA,70506-2390,190006,,USA,0,13,800
MDUM,IT1: Hospital Based Lab,2,Immunogenetics Laboratory,University of Maryland Med. Ctr.,Immunogenetics Laboratory,Baltimore,MD,21201,216344,,USA,1,,802
PAWV,TX1: Transplant Hospital,2,Geisinger Wyoming Valley Medical Ctr,,Geisinger Wyoming Valley Medical Ctr,Wilkes-Barre,PA,18711,390270,,USA,0,,805
NYTL,TT1: Independent Lab,9,IMMCO Immunogenetics,,IMMCO Immunogenetics,Williamsville,NY,14221,33D075,,USA,1,,806
TXDC,TX1: Transplant Hospital,4,Driscoll Children's Hospital,,Driscoll Children's Hospital,Corpus Christi,TX,78411,453301,,USA,1,14,807
LAKR,TX1: Transplant Hospital,3,Kenner Regional Medical Center,,Kenner Regional Medical Center,Kenner,LA,70065,190260,,USA,0,,808
PAHL,TT1: Independent Lab,2,Central PA Transplant Assoc Histo Lab,,Central PA Transplant Associates Histocompatibility Lab,Harrisburg,PA,17104,390137,,USA,0,,809
SDSV,TX1: Transplant Hospital,7,Sanford Health/USD Medical Center,,Sanford Health/USD Medical Center,Sioux Falls,SD,57117,430027,,USA,1,,813
DECC,TX1: Transplant Hospital,2,Christiana Care Health Services,,Christiana Care Health Services,Newark,DE,19713,80001,,USA,1,,814
ILUC,IT1: Hospital Based Lab,7,TX  Immunology & Immunogenetics Lab,Univ. of Chicago Hospitals,Transplant Immunology & Immunogenetics Laboratory,Chicago,IL,60637-1470,141659,,USA,1,,816
MAUM,IT1: Hospital Based Lab,1,Histocompatibility Lab at UMass,Medical Center,Histocompatibility Laboratory at UMASS Medical Center,Worcester,MA,1605,224619,,USA,1,,818
FLHM,TX1: Transplant Hospital,3,Halifax Health,,Halifax Health,Daytona Beach,FL,32114,100017,,USA,1,,819
TXVA,TX1: Transplant Hospital,4,Michael E. DeBakey VA Medical Center,,Michael E. DeBakey VA Medical Center,Houston,TX,77030,45074F,,USA,1,,820
TXLP,TX1: Transplant Hospital,4,Las Palmas Medical Center,,Las Palmas Medical Center,El Paso,TX,79902,450107,,USA,1,14,823
TXEP,TT1: Independent Lab,4,Transplant Immunology Lab-Sierra,,Transplant Immunology Lab - Sierra Medical Center,El Paso,TX,79902,459561,,USA,0,,824
ZCAN,FTT: Foreign Lab,98,Foreign Lab Canada,,Foreign Lab Canada,,,,,,,0,,825
ZGER,FTT: Foreign Lab,98,Foreign Lab Germany,,Foreign Lab Germany,,,,,,,0,,826
MOLB,TT1: Independent Lab,8,Mid-America Transplant Services Lab,,Mid-America Transplant Services Laboratory,St. Louis,MO,63110,266087,,USA,1,,828
KSFW,IT1: Hospital Based Lab,8,Via Christi Hsp Wichita Inc Histo Lab,,"Via Christi Hospitals Wichita, Inc. Histocompatibility Lab",Wichita,KS,67214,171945,,USA,0,,830
WIDN,OP1: Independent OPO,7,BloodCenter of Wisconsin/,Wisconsin Donor Network,"Versiti Wisconsin, Inc",Milwaukee,WI,53233,52P002,,USA,1,,832
PALN,TT1: Independent Lab,2,Eurofins (Pennsylvania),Donor & Product Testing,Eurofins Donor & Product Testing (Pennsylvania),Philadelphia,PA,19123-4101,,,USA,1,,833
FLJD,TX1: Transplant Hospital,3,Mem Reg /Joe DiMaggio Children's Hosp,,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,Hollywood,FL,33021,100038,,USA,1,,835
TXLP,IT1: Hospital Based Lab,4,Histo & Immunogenetics Lab,Las Palmas Medical Center,Histo & Immunogenetics Lab at Las Palmas Medical Center,El Paso,TX,79902,45D7865,,USA,1,,836
AZMC,IT1: Hospital Based Lab,5,Mayo Clinic in AZ Histo Lab,,Mayo Clinic in Arizona Histocompatibility Laboratory,Phoenix,AZ,85054,30313,,USA,1,,837
MISH,TX1: Transplant Hospital,10,Spectrum Health,,Spectrum Health,Grand Rapids,MI,49503,230038,,USA,1,,838
GAPH,IT1: Hospital Based Lab,3,Piedmont Hospital Histo & Immuno Lab,,Piedmont Hospital Histocompatibility & Immunogenetics Laboratory,Atlanta,GA,30309,,,USA,1,,840
PACC,TX1: Transplant Hospital,2,Crozer-Chester Medical Center,,Crozer-Chester Medical Center,Upland,PA,19013,390180,,USA,1,,842
TXBL,TT1: Independent Lab,4,Immune Evaluation Lab-Baylor College,of Medicine,Immune Evaluation Lab-Baylor College of Medicine,Houston,TX,77030,,,USA,1,,843
HIQM,TX1: Transplant Hospital,6,The Queen's Medical Center,,The Queen's Medical Center,Honolulu,HI,96813,120001,,USA,1,,844
SDMK,IT1: Hospital Based Lab,7,Avera McKennan Laboratory,Avera McKennan Hospital,Avera McKennan Laboratory,Sioux Falls,SD,57117,,,USA,1,,845
ALVA,TX1: Transplant Hospital,3,Birmingham VA Medical Center,,Birmingham VA Medical Center,Birmingham,AL,35233,01014F,,USA,1,,848
MNAC,TX1: Transplant Hospital,7,Univ of MN Amplatz Children's Hosp,,Univ of MN Amplatz Children's Hosp,Minneapolis,MN,55454,240080,,USA,0,,849
NECH,TX1: Transplant Hospital,8,Children's Hospital & Medical Center,,Children's Hospital & Medical Center,Omaha,NE,68114-4113,283301,,USA,1,,850
OHBC,TT1: Independent Lab,10,Community Blood Center,,Community Blood Center,Dayton,OH,45402,36-HL-06,,USA,0,,852
LAWK,IT1: Hospital Based Lab,3,Willis Knighton Medical Center Lab,,Willis Knighton Medical Center Laboratory,Shreveport,LA,71103-3908,19011,,USA,1,,853
NCBG,IT1: Hospital Based Lab,11,HLA/Immunogenetics Lab,Wake Forest Baptist Hospital,HLA/Immunogenetics Lab,Winston-Salem,NC,27103,,,USA,1,,854
TXSP,IT1: Hospital Based Lab,4,UT Southwestern Histo Lab,Transplant Immunology Laboratory,UT Southwestern Histocompatibility Laboratory,Dallas,TX,75390-8886,,,USA,1,,855
OKDL,TT1: Independent Lab,4,Diagnostic Laboratory of Oklahoma,Transplant Immunology Laboratory,Diagnostic Laboratory of Oklahoma,Oklahoma City,OK,73112,402083,,USA,1,,856
FLMR,TX1: Transplant Hospital,3,Memorial Regional Hospital,,Memorial Regional Hospital,Hollywood,FL,33021,100038,,USA,1,,858
CAMB,TX1: Transplant Hospital,5,UCSF Medical Center at Mission Bay,,UCSF Medical Center at Mission Bay,San Francisco,CA,94158,50454,,USA,1,,860
PAPH,TX1: Transplant Hospital,2,UPMC Hamot,,UPMC Hamot,Erie,PA,16550,390063,,USA,1,,861
FLLM,TX1: Transplant Hospital,3,Largo Medical Center,,Largo Medical Center,Largo,FL,33770,100248,,USA,1,,862
PAHH,IT1: Hospital Based Lab,2,UPMC Pinnacle HLA Laboratory,PinnacleHealth Harrisburg Hospital,UPMC Pinnacle HLA Laboratory,Harrisburg,PA,17104,39D0137,,USA,1,,863
ORVA,TX1: Transplant Hospital,6,VA Portland Health Care System,,VA Portland Health Care System,Portland,OR,97239,38003F,,USA,1,,866
CASL,TT1: Independent Lab,5,Stanford Blood Center - Porter Lab,,Stanford Blood Center - Histocompatibility & Immunogenetics Lab- Porter,Palo Alto,CA,94304,59675,,USA,1,,867
NYCC,TX1: Transplant Hospital,9,Long Island Jewish Medical Center-,Cohen Children's Medical Center,Long Island Jewish Medical Center-Cohen Children's Medical Center,Queens,NY,11040,330195,,USA,1,,868
NYVA,TX1: Transplant Hospital,9,James J. Peters VA Medical Center,,James J. Peters VA Medical Center,Bronx,NY,10468,33016F,,USA,1,,869
SCCH,TX1: Transplant Hospital,11,MUSC Children's Hospital,,MUSC Children's Hospital,Charleston,SC,29425,420004,,USA,1,,871
FLSH,TX1: Transplant Hospital,3,Ascension Sacred Heart Pensacola,,Ascension Sacred Heart Pensacola,Pensacola,FL,32504,100025,,USA,1,,872
IAVA,TX1: Transplant Hospital,8,The Iowa City VA Health Care System,,The Iowa City VA Health Care System,Iowa City,IA,52246,16004F,,USA,1,,873
